,epoch,train_loss,val_loss,train_acc,val_acc,train_balanced_acc,val_balanced_acc
0,1,4.315795587882017,4.106014097579802,0.01732573995347718,0.020615287028227087,0.017522241390618,0.037127652522627334
1,2,4.191373210075574,4.077700087518403,0.02197802197802198,0.029178560101490645,0.024575582775408857,0.039776434769330106
2,3,4.1586642717703795,4.0129607422183255,0.026710515761610654,0.05486837932128132,0.027893677570743104,0.05505782847802767
3,4,4.120988342089531,3.991595229717216,0.03296703296703297,0.049476688867745006,0.03592550814331989,0.05617087966277447
4,5,4.079491330415775,3.9070791283039132,0.028715809737707546,0.03552172534094513,0.032813551634812484,0.04303036413932619
5,6,4.0478840436690895,3.91248209548719,0.034170209352691105,0.034887408816999685,0.03995790175204056,0.0432385729846787
6,7,4.0275720657446445,3.856197441467131,0.033688938798427846,0.049476688867745006,0.03910412410123948,0.06514340279455073
7,8,3.9967853607275545,3.8468655624774972,0.039704820726718534,0.049476688867745006,0.04729478846606432,0.063986829735274
8,9,3.9772827295156628,3.774510140370841,0.04042672655811342,0.058991436726926735,0.04576677044259867,0.06759574177916293
9,10,3.9532196876330254,3.858683542771773,0.0431539263656052,0.05042816365366318,0.050808387856436064,0.06788809330498877
10,11,3.9227548990494165,3.7577813827630244,0.0461217614502286,0.05835712020298129,0.056890522389601204,0.08100130801294622
11,12,3.905941800582103,3.706765049635762,0.04965107884815914,0.0780209324452902,0.058702075391761525,0.09607395489639411
12,13,3.890613175661136,3.7739832545771743,0.052779337450870295,0.07897240723120837,0.06080373755127288,0.09097182068490008
13,14,3.847492458881476,3.6501505615735295,0.061041148632389505,0.08563273073263558,0.0696808303309455,0.10321784452832221
14,15,3.812671178426498,3.653380519211894,0.0650517365845833,0.09007294640025372,0.0721649525430063,0.10727576094051533
15,16,3.7649559669005566,3.4605210140498,0.07138846554904948,0.11607992388201713,0.0811818019949162,0.13555360302699465
16,17,3.7227615331992125,3.4618153499834463,0.0776449827544718,0.10053916904535364,0.08755230774329614,0.13476082259098654
17,18,3.679219980728932,3.460714106607919,0.08855378198443892,0.11037107516650808,0.099949774595276,0.11925563347561785
18,19,3.6391205763205505,3.4030255211724176,0.0892756878158338,0.10561370123691723,0.10143188339307935,0.13001316762458204
19,20,3.602364162298349,3.350364721182621,0.09408839335846635,0.12400888043133523,0.1047789755083739,0.14680350519433347
20,21,3.5522127701685977,3.3036049712787974,0.10579931017887222,0.15033301617507136,0.11937390802717818,0.17342260143293778
21,22,3.503826769804343,3.304721227800003,0.11221625090238228,0.15033301617507136,0.12687369489058606,0.16587020991885928
22,23,3.4736277078970885,3.212534143467142,0.11470281543274244,0.16967967015540755,0.13045227687424704,0.17422683682324777
23,24,3.4580172966688107,3.39824086969549,0.11895403866206786,0.11861718997779892,0.13136100757259905,0.15273783773695196
24,25,3.40818902529203,3.155960935534853,0.12946177909681558,0.1649222962258167,0.15045760189098945,0.18843635401927064
25,26,3.3593740756695087,3.1210474365889422,0.13627977861554505,0.188709165873771,0.15038745052662025,0.21162443732334035
26,27,3.3210451297270946,3.1770182450612388,0.14815111895403865,0.16238503013003489,0.16397112728317373,0.17747597971610798
27,28,3.281099973580776,2.984815655332623,0.1503168364482233,0.2080558198541072,0.17298280924682666,0.22803716165639104
28,29,3.2438816339541705,3.020446726770112,0.15914012994304966,0.1912464319695528,0.1812911766565452,0.21962658044531402
29,30,3.220892121241643,2.9347055512245257,0.16146627095532204,0.2182048842372344,0.18117406974129474,0.24074998857911373
30,31,3.1803909876407723,2.916436103859333,0.17053019972728,0.22803679035838884,0.18865932629520868,0.243528617682988
31,32,3.1395727426577835,2.934195455878672,0.17638565813748294,0.228988265144307,0.19553551325046634,0.23662721891793764
32,33,3.13894102145464,2.956326133072978,0.17879201090879923,0.1975895972090073,0.19725470271603124,0.2215052330379835
33,34,3.066030557339008,2.7888555623064137,0.18737466912649395,0.2591183000317158,0.21364303774209714,0.26772522831953954
34,35,3.0371159186730017,2.7070493216466422,0.19539584503088153,0.2638756739613067,0.2214816725822662,0.29463909002070765
35,36,3.0018986995403583,2.732199448527712,0.20453998556188338,0.25562955915001584,0.22784437609570607,0.29042400913318395
36,37,2.9657628218332928,2.6796124101889256,0.2061442207427609,0.2873453853472883,0.23287481104961918,0.3006100568366596
37,38,2.9465606542733997,2.65180306001143,0.21464666720141173,0.291151284490961,0.2428978505589386,0.30368404584122766
38,39,2.9046045278891537,2.6052254004911943,0.2204219138525708,0.3051062480177609,0.2447051049659093,0.3101256157178608
39,40,2.8420368598057673,2.631158703505391,0.23084944252827463,0.287662543609261,0.257632877469605,0.3098338375940254
40,41,2.851678472910172,2.6244368203962694,0.2329349482634154,0.2940057088487155,0.2579402828699694,0.3172227875788898
41,42,2.8225592967791435,2.575853700589652,0.23911125370979386,0.3019346653980336,0.2670180667928969,0.3263254423821697
42,43,2.7581132619808884,2.533118081815315,0.24544798267426005,0.31588962892483347,0.2773183629699793,0.33762976221943625
43,44,2.724373992284139,2.5408638137759585,0.2562765701451833,0.31271804630510625,0.2870264890693427,0.3358189441113298
44,45,2.720352824529012,2.470237299649402,0.2575599582898853,0.34411671424040596,0.28522111882460477,0.36390291927574353
45,46,2.6554118376511795,2.403874981282937,0.27191786315873906,0.35458293688550585,0.30513781583546673,0.37064732987963406
46,47,2.6436858776288155,2.3537848128212824,0.27296061602630944,0.36600063431652397,0.3127150328120508,0.3824637614048101
47,48,2.6163887525216127,2.3758119453083384,0.27665035694232776,0.3425309229305423,0.30850784736390385,0.36464232778695305
48,49,2.5751947940924227,2.3533453074368564,0.28683725034089996,0.36092610212496035,0.3206687491789568,0.37990726056656565
49,50,2.5306048539968637,2.4092454633327445,0.3019972728001925,0.3694893751982239,0.3391591637180037,0.3773921664407129
50,51,2.526370983857375,2.2300456461280285,0.29590117911285796,0.38947034570250555,0.3323860516124647,0.40520883333226354
51,52,2.488562531960316,2.2396729281454375,0.3096173899093607,0.3824928639391056,0.3413681418894774,0.41007603808071513
52,53,2.43419005993085,2.3049771785736084,0.3149915777653004,0.3904218204884237,0.35222875818230326,0.3944808454212141
53,54,2.4060495022015695,2.2460825262647686,0.3270233416218818,0.38693307960672374,0.3647725024759381,0.4132302311404322
54,55,2.3678368990237897,2.139880668033253,0.33015160022459294,0.4237234379955598,0.3727062227112382,0.4319200593535751
55,56,2.3327074772272356,2.3421449275931927,0.3361674821528836,0.37773549000951473,0.3784963024611459,0.38362715527613617
56,57,2.31640072847024,2.1433160943214338,0.3358466351167081,0.4015223596574691,0.3821410795102452,0.42127377264890625
57,58,2.304765620598426,2.094670933906478,0.3394561642736825,0.421186171899778,0.3826537392975605,0.4431459740638277
58,59,2.2894695709913204,2.0600690588806616,0.3457928932381487,0.4262607040913416,0.38879396894865315,0.4385654480905726
59,60,2.2462405039713933,2.1113374763064914,0.35325258682922916,0.42594354582936883,0.3991315000300424,0.4334352682186151
60,61,2.2355057587990395,2.053470304518035,0.36175503328788,0.4449730415477323,0.40382002988626703,0.4524473280339523
61,62,2.212259592154087,2.0747821499602965,0.36247693911927487,0.4383127180463051,0.40692013157801876,0.44533663235214527
62,63,2.179946377949837,2.0543023299689245,0.3676907034571268,0.43133523628290515,0.4130279215212853,0.45015585336429903
63,64,2.1359998562397102,2.0900129922712694,0.3786797144461378,0.4354582936885506,0.42955462589603416,0.43897949012309134
64,65,2.106862429472116,2.0507149786660164,0.3853372904467795,0.4357754519505233,0.43457576479765203,0.44657316917325013
65,66,2.105516527249263,1.9931564463509455,0.3840539023020775,0.45417063114494133,0.43129840732979363,0.46657762392064217
66,67,2.079119912783305,1.9970047184915254,0.38509665516964786,0.44655883285759596,0.4331441986883575,0.45982305111285815
67,68,2.0553082466125487,1.9704906386558456,0.394080372182562,0.436092610212496,0.44111797538698466,0.44936858959983006
68,69,2.0172776093849767,2.007898328280208,0.40539023020774845,0.4605137963843958,0.4559542772063082,0.4645571792547907
69,70,2.025430391385005,1.9976072142822574,0.40137964225555467,0.4475103076435141,0.4520697180884505,0.46237306791599675
